review,rating,date,bank,source,sentiment_label,sentiment_score,identified_themes
Excellent app,5,2025-09-12,CBE,Google Play Store,Positive,0.5719,['Other']
after apdate the app doesn't work any thing else it said enable to connects,1,2025-09-12,CBE,Google Play Store,Neutral,0.0,['Feature Requests & Reliability']
love,5,2025-09-12,CBE,Google Play Store,Positive,0.6369,['Other']
Hasasa bank,1,2025-09-11,CBE,Google Play Store,Neutral,0.0,['Other']
All ways Trusted.,5,2025-09-11,CBE,Google Play Store,Positive,0.4767,['Other']
best MB application in Ethiopia financial sector.,5,2025-09-10,CBE,Google Play Store,Positive,0.6369,['Other']
I like this app,5,2025-09-10,CBE,Google Play Store,Positive,0.3612,['Other']
am tired why I have to update every 5 day,1,2025-09-10,CBE,Google Play Store,Negative,-0.4404,['User Interface & Experience']
usb debugig mode bicha off endidereg axrigu like awash bank,1,2025-09-10,CBE,Google Play Store,Positive,0.3612,['User Interface & Experience']
good morning 🙏,5,2025-09-10,CBE,Google Play Store,Positive,0.4404,['Other']
am happy 😃,5,2025-09-09,CBE,Google Play Store,Positive,0.5719,['Other']
wowww,5,2025-09-08,CBE,Google Play Store,Neutral,0.0,['Other']
KEHRU nasir AbFIXA,5,2025-09-08,CBE,Google Play Store,Neutral,0.0,['Other']
It is well organized.,5,2025-09-08,CBE,Google Play Store,Positive,0.2732,['Other']
Can't see the nearest Branch or ATM available,2,2025-09-08,CBE,Google Play Store,Neutral,0.0,['Customer Support & Service']
the app does not open,1,2025-09-07,CBE,Google Play Store,Neutral,0.0,['Other']
from Monk,3,2025-09-06,CBE,Google Play Store,Neutral,0.0,['Other']
"Amazing, Delightful and Seamless Mobile Banking Application, I have ever Experienced!! Indeed, I feel Great Proud to be part of your Stakeholder! My First Choice Bank, Commercial Bank of Ethiopia, The Pioneer and Leading in Digital Banking Services in Ethiopia! Five stars ⭐⭐⭐⭐⭐ are little to you! Thank you so much🙏",5,2025-09-06,CBE,Google Play Store,Positive,0.9517,['Customer Support & Service']
incredible,5,2025-09-06,CBE,Google Play Store,Neutral,0.0,['Other']
የዚህ አፕ ተጠቃሚ ነበርኩ ያለሁት ከሀገር ውጭ ነው እና እየተጠቀምኩበት ሳለ አብደት አድርጊ አለኝ ሳረገው ፓስወርድ እንዴ አድስ ጠየቀኝ እንዴው እኔ አለሁበት ሀገር ሆኘ መስተካከል ከቻለ ተባበሩኝ በጣም አስፈላጊዬ ነው ::,5,2025-09-05,CBE,Google Play Store,Neutral,0.0,['Other']
it's the best money transfer app ever,5,2025-09-05,CBE,Google Play Store,Positive,0.6369,['Transaction Performance']
it is nice,5,2025-09-05,CBE,Google Play Store,Positive,0.4215,['Other']
user friendly. best.,5,2025-09-05,CBE,Google Play Store,Positive,0.8126,['Other']
🙏,5,2025-09-05,CBE,Google Play Store,Neutral,0.0,['Other']
አሪፍ,5,2025-09-05,CBE,Google Play Store,Neutral,0.0,['Other']
best app!!!,5,2025-09-05,CBE,Google Play Store,Positive,0.6369,['Other']
"It is good app and really user friendly , but it not possible to start service after the app is uninstalled or device phone is changed. So please make it easy for us, after once you set us the requirements in your office we should have to use it only by install and launch it. We do not have to visit the near by branch office every time for such silly businesses but important things. in addition to that why is that for hidding senders name or account number How can I know who tranfers to me???",4,2025-09-05,CBE,Google Play Store,Positive,0.9149,"['Transaction Performance', 'User Interface & Experience', 'Customer Support & Service']"
very good app,5,2025-09-04,CBE,Google Play Store,Positive,0.4404,['Other']
jabirabdala,5,2025-09-04,CBE,Google Play Store,Neutral,0.0,['Other']
unfair cost of transportations... what a shame!!!,1,2025-09-04,CBE,Google Play Store,Negative,-0.7351,['Other']
"I think it is a good app to use easily. However, I have one more comment: the app does not automatically sync or update the balance in real time. Please review this issue. For example, when someone transfers money, the receiver's app does not sync automatically. It requires the user to manually initiate an update to see the current balance.",4,2025-09-04,CBE,Google Play Store,Positive,0.765,"['Transaction Performance', 'User Interface & Experience', 'Customer Support & Service']"
WAW!!! I AM PROUD!!! MY STRONG BANK WORKS AT BEST EVEN IN A REMOTE LOCATION HERE IN MALABO (ECUATORIAL GUINEA). MEWOLID MUBARAK CBE!!!,5,2025-09-04,CBE,Google Play Store,Positive,0.891,"['User Interface & Experience', 'Feature Requests & Reliability']"
zinaa Ahmed,5,2025-09-03,CBE,Google Play Store,Neutral,0.0,['Other']
absolutely excellent,5,2025-09-03,CBE,Google Play Store,Positive,0.6115,['Other']
amazing app,5,2025-09-03,CBE,Google Play Store,Positive,0.5859,['Other']
perfect and easy,5,2025-09-03,CBE,Google Play Store,Positive,0.765,['User Interface & Experience']
fastest,5,2025-09-03,CBE,Google Play Store,Neutral,0.0,['Transaction Performance']
My account is not working,4,2025-09-03,CBE,Google Play Store,Neutral,0.0,['Feature Requests & Reliability']
The recent update is not optimized fir latest version of android,2,2025-09-02,CBE,Google Play Store,Positive,0.4588,['User Interface & Experience']
topp,5,2025-09-01,CBE,Google Play Store,Neutral,0.0,['Other']
I appreciate it,5,2025-09-01,CBE,Google Play Store,Positive,0.4019,['Other']
v.good app,5,2025-09-01,CBE,Google Play Store,Neutral,0.0,['Other']
Nice,4,2025-08-31,CBE,Google Play Store,Positive,0.4215,['Other']
sahib amin jamal,1,2025-08-30,CBE,Google Play Store,Neutral,0.0,['Other']
installi,5,2025-08-30,CBE,Google Play Store,Neutral,0.0,['Other']
very good apps,5,2025-08-30,CBE,Google Play Store,Positive,0.4404,['Other']
👍👍👍👍,1,2025-08-30,CBE,Google Play Store,Neutral,0.0,['Other']
the app say it is not compatible with ur phone can u fix it it is not updating.,1,2025-08-29,CBE,Google Play Store,Neutral,0.0,['Other']
"I would like to give you some feedback on Current update, its very nice and easy to use👍 but in some button there is still not improved For example while iwant to check my recent Txn it not well sequenced and arranged or some txn may not appear ... becouse of this i see many of users of this app discomferted maily merchants and those make High txn daily. improve and miximize the txn shown to 300 up to 500. make Searchable Recent txn button! All in all the bank i Relly on! CBE my bank !",5,2025-08-29,CBE,Google Play Store,Positive,0.936,['User Interface & Experience']
tinishu titiba,5,2025-08-29,CBE,Google Play Store,Neutral,0.0,['Other']
"essy to use ,has great interface and user-friendly g",5,2025-08-29,CBE,Google Play Store,Positive,0.6249,['User Interface & Experience']
Yuuuuu,5,2025-08-29,CBE,Google Play Store,Neutral,0.0,['Other']
I found it very much friendly,5,2025-08-29,CBE,Google Play Store,Positive,0.4939,['Other']
"Very useful app, while we use CBE.",5,2025-08-28,CBE,Google Play Store,Positive,0.4404,['Other']
woooow,5,2025-08-28,CBE,Google Play Store,Neutral,0.0,['Other']
Redmi,1,2025-08-28,CBE,Google Play Store,Neutral,0.0,['Other']
አርፍ ነው ነገር ግን ሴብ ያረገውን አካውንት እያጠፋብን ነው,5,2025-08-28,CBE,Google Play Store,Neutral,0.0,['Other']
kamil aweil,5,2025-08-27,CBE,Google Play Store,Neutral,0.0,['Other']
nice,3,2025-08-27,CBE,Google Play Store,Positive,0.4215,['Other']
In your next update can you come with night mode future,5,2025-08-27,CBE,Google Play Store,Neutral,0.0,['User Interface & Experience']
"Truly, super competitive when compared to a well known app nowadays functioning broadly by simplest features and means namely known as Telebirr super app, Thus, CBE is my top ultimate choice that I prefer over the other bank due to its beautiful power of lead as a result I could recommend CBE to others because of its service provision via ethical principles and practice for customers satisfaction with existence of constraints and challenges face from burglary and froudalent hacker. Thank you !",5,2025-08-27,CBE,Google Play Store,Positive,0.9829,"['Customer Support & Service', 'Feature Requests & Reliability']"
mayreba app you its better if you use other banks,1,2025-08-27,CBE,Google Play Store,Positive,0.4404,['Other']
Not Prefect Transfer To Other Bank The Mony Not Deliverd Imidetliy Take Three Or Five Days,1,2025-08-27,CBE,Google Play Store,Neutral,0.0,['Transaction Performance']
let us know before you shut down the app,4,2025-08-27,CBE,Google Play Store,Neutral,0.0,['Other']
excited,5,2025-08-27,CBE,Google Play Store,Positive,0.34,['Other']
amizing,5,2025-08-26,CBE,Google Play Store,Neutral,0.0,['Other']
love it,5,2025-08-26,CBE,Google Play Store,Positive,0.6369,['Other']
yes it is v good,5,2025-08-26,CBE,Google Play Store,Positive,0.6808,['Other']
A great update in the Mobile Banking Application. Thanks for the System and customization department,5,2025-08-26,CBE,Google Play Store,Positive,0.7906,['User Interface & Experience']
this app is smart.,5,2025-08-26,CBE,Google Play Store,Positive,0.4019,['Other']
I am happy,5,2025-08-26,CBE,Google Play Store,Positive,0.5719,['Other']
Still I have not face critical problems sometimes delay to open,4,2025-08-25,CBE,Google Play Store,Negative,-0.743,"['Transaction Performance', 'Feature Requests & Reliability']"
ጤና ከድረ,5,2025-08-25,CBE,Google Play Store,Neutral,0.0,['Other']
The connection between bank and the app is lag relationship this must be corrected.,4,2025-08-25,CBE,Google Play Store,Negative,-0.34,['Other']
I have forgotten mobail banking password,5,2025-08-25,CBE,Google Play Store,Negative,-0.2263,['Account Access & Security']
Thank you,5,2025-08-25,CBE,Google Play Store,Positive,0.3612,['Other']
muktaar Abraahim,5,2025-08-25,CBE,Google Play Store,Neutral,0.0,['Other']
🤞Good One,5,2025-08-24,CBE,Google Play Store,Positive,0.4404,['Other']
why does it say change pin to 6 digits is that right?,4,2025-08-24,CBE,Google Play Store,Neutral,0.0,['Other']
One of the worst mobile banking apps in Ethiopia. You can't access your txn record for more than 2 weeks.,1,2025-08-24,CBE,Google Play Store,Negative,-0.6249,['Account Access & Security']
i like it and aprshat.,4,2025-08-23,CBE,Google Play Store,Positive,0.3612,['Other']
"The app has some issues I updated recently and now I am not able to send funds to my telebirr wallet, also we need to have a place we save our contacts where we usually send money to, after update I keep loosing all the important accounts.",4,2025-08-23,CBE,Google Play Store,Positive,0.6124,"['Transaction Performance', 'User Interface & Experience']"
best app and easy to use,5,2025-08-23,CBE,Google Play Store,Positive,0.7964,['User Interface & Experience']
doesn't work unless with data doesn't refresh fast other wise functions ok but after the update transferring to telebirr is not working,2,2025-08-23,CBE,Google Play Store,Negative,-0.091,"['Transaction Performance', 'User Interface & Experience', 'Feature Requests & Reliability']"
List of transactions can't load over months and years..,1,2025-08-23,CBE,Google Play Store,Neutral,0.0,['Transaction Performance']
transferring money to telebirr is not working,1,2025-08-23,CBE,Google Play Store,Neutral,0.0,"['Transaction Performance', 'Feature Requests & Reliability']"
I don't Like this app and there service fee is highl,5,2025-08-23,CBE,Google Play Store,Negative,-0.2755,['Customer Support & Service']
አዲሱ Update ጥሩ አይደለም. Update ካደረግኩት በኋላ ከዚህ በፊት ስላላክባቸው የነበሩትን Save አድርጎ ይዞት የነበረውን ሁሉንም የሰዎች አካውንቶች አጥፍቶብኛል.,2,2025-08-23,CBE,Google Play Store,Positive,0.4939,['User Interface & Experience']
this application do not show over all transaction history,3,2025-08-23,CBE,Google Play Store,Neutral,0.0,['Transaction Performance']
this app is very nice but statment history is very shiort atlist add 15 days,4,2025-08-22,CBE,Google Play Store,Positive,0.4215,['Other']
"This app stooped working after i updated it. It says change password and i did, but it doesn't open with the new password. I don't like it.",1,2025-08-22,CBE,Google Play Store,Negative,-0.2755,"['Account Access & Security', 'User Interface & Experience', 'Feature Requests & Reliability']"
best and secured application,5,2025-08-22,CBE,Google Play Store,Positive,0.7845,['Account Access & Security']
This application is excellent .,5,2025-08-22,CBE,Google Play Store,Positive,0.5719,['Other']
"The new update is very bugged. can't view the names of account holders I previously had transactions with, and more recently, its almost impossible to load money to telebirr, always says unable to connect...please fix asap",1,2025-08-22,CBE,Google Play Store,Neutral,0.0,"['Transaction Performance', 'User Interface & Experience', 'Feature Requests & Reliability']"
Thise App is Great,5,2025-08-22,CBE,Google Play Store,Positive,0.6249,['Other']
አፕሊኬሽኑን አብዴት ካደረኩት በኋላ የሚስጥር ቁጥር አጭር ስለሆነ ቀይር ብሎኝ ለሶስት ቀናት ብሞክር unable to connect the server ከማለቱም በላይ አፕሊካሽኑ እየሰራልኝ አይደለም🙏🙏,1,2025-08-22,CBE,Google Play Store,Neutral,0.0,['Other']
"I love this app. really, but with some downsides too. Screenshot is mandatory after every transaction as to me, I need screenshots not downloaded recipient. It would be even better if transaction history is available via this app for months that we can access directly or via calender ways. Thanks.",4,2025-08-22,CBE,Google Play Store,Positive,0.8508,"['Account Access & Security', 'Transaction Performance']"
👍,5,2025-08-22,CBE,Google Play Store,Neutral,0.0,['Other']
it is good app,5,2025-08-22,CBE,Google Play Store,Positive,0.4404,['Other']
good and always try to make new updats 🙏👍,5,2025-08-22,CBE,Google Play Store,Positive,0.4404,['Feature Requests & Reliability']
"I use the Commercial Bank of Ethiopia mobile app, and it’s fantastic! The interface is user-friendly, making it easy to check balances and transfer money. I love the bill payment feature, and the security measures give me peace of mind. Overall, it’s a reliable app that has simplified my banking experience. Highly recommend!",5,2025-08-22,CBE,Google Play Store,Positive,0.9606,"['Transaction Performance', 'User Interface & Experience', 'Feature Requests & Reliability']"
i don' want,5,2025-08-22,CBE,Google Play Store,Positive,0.0772,['Other']
"it's very nice simple and convenient app! but I have only one comment on double verifications after the finger prints. even thought its good for makin' it more secure, Its not neccessary to double verify after the finger print verification. no need to verify by pin again. thank you!",5,2025-08-22,CBE,Google Play Store,Positive,0.8625,['Account Access & Security']
one of the best,5,2025-08-21,CBE,Google Play Store,Positive,0.6369,['Other']
"why is it every time the app is updated history of previous account numbers keeps missing , WHY??",1,2025-08-21,CBE,Google Play Store,Negative,-0.2263,['User Interface & Experience']
You guys charge way to much when we transfer money from CBE to Telebirr via this app,3,2025-08-21,CBE,Google Play Store,Neutral,0.0,['Transaction Performance']
not bad apk,1,2025-08-21,CBE,Google Play Store,Negative,-0.5423,['Other']
yes these app is so good for our saving and marketing system go ETHIOPIA GO!!!,5,2025-08-21,CBE,Google Play Store,Positive,0.6808,['Other']
best mobile banking App that have seen .,5,2025-08-21,CBE,Google Play Store,Positive,0.6369,['Other']
It's very helpful apps,5,2025-08-20,CBE,Google Play Store,Positive,0.4215,['Customer Support & Service']
Every major update means you have to go back to Ethiopia to make the app work. In 2025?,2,2025-08-20,CBE,Google Play Store,Neutral,0.0,"['User Interface & Experience', 'Feature Requests & Reliability']"
"Unable to connect, pls. Improve the system",5,2025-08-20,CBE,Google Play Store,Positive,0.4939,['Other']
well app,5,2025-08-20,CBE,Google Play Store,Positive,0.2732,['Other']
"Smart service But, your service charge is too high",5,2025-08-20,CBE,Google Play Store,Positive,0.4019,['Customer Support & Service']
perfect 👌 keep,5,2025-08-20,CBE,Google Play Store,Positive,0.5719,['Other']
"እባካችሁ አፑ ጥሩ ነው ነገር ግን በፈለግነው ጊዜና ሰአት መጠቀም አልቻልንም ኔትዎርክ እያለ እንኳ እያስጠቀመን አይደለም""""",2,2025-08-20,CBE,Google Play Store,Neutral,0.0,['Other']
excellent plus,5,2025-08-20,CBE,Google Play Store,Positive,0.5719,['Other']
Would be great if it displays service fees before proceeding with transaction.,4,2025-08-20,CBE,Google Play Store,Positive,0.6249,"['Transaction Performance', 'Customer Support & Service']"
so disappointing :((,1,2025-08-20,CBE,Google Play Store,Negative,-0.4939,['Other']
what nice app i never usedyet,4,2025-08-20,CBE,Google Play Store,Positive,0.4215,['Feature Requests & Reliability']
Excellent,5,2025-08-20,CBE,Google Play Store,Positive,0.5719,['Other']
ke gizew ga emihed astemamagn metegberya,1,2025-08-20,CBE,Google Play Store,Neutral,0.0,['Other']
"this app is pretty good. The recent one was the nicest. however after the update, it restricts me from taking a screenshot. i would be happy if you remove screenshots restriction policy from this app. why I gave it five stars was because of the past performances of this app. keep in mind to remove the screenshot restriction policy from this app. and also it has no self authorizations. once uninstalled it needs extra sim cards and wants to visit nearby banks in person.",5,2025-08-20,CBE,Google Play Store,Positive,0.8316,['User Interface & Experience']
Send money for some account but don't reserved Ball,5,2025-08-19,CBE,Google Play Store,Neutral,0.0,['Transaction Performance']
very good🙏🙏,5,2025-08-19,CBE,Google Play Store,Positive,0.4404,['Other']
good,1,2025-08-19,CBE,Google Play Store,Positive,0.4404,['Other']
I recognized thank you,5,2025-08-19,CBE,Google Play Store,Positive,0.3612,['Other']
Best feature!!,5,2025-08-19,CBE,Google Play Store,Positive,0.6369,['Feature Requests & Reliability']
the saved account totally removed ..why????????,1,2025-08-19,CBE,Google Play Store,Positive,0.4215,['Other']
good bank Ethiopian very nic,5,2025-08-18,CBE,Google Play Store,Positive,0.4404,['Other']
this good app but screenshot must enable,4,2025-08-18,CBE,Google Play Store,Positive,0.4404,['Other']
በፊት ብር ትራንስፈር የተደረገባቸዉን አካዉንቶች remove አርጓል የሚያናድድ update ነው ::,1,2025-08-18,CBE,Google Play Store,Neutral,0.0,['User Interface & Experience']
Good,4,2025-08-18,CBE,Google Play Store,Positive,0.4404,['Other']
change mobile banking CBE,5,2025-08-18,CBE,Google Play Store,Neutral,0.0,['Other']
The process of updating is not functioning easily. Installing is easy than updating. Screenshot should not be prevented. it is an instant evidence needed for some transactions.,2,2025-08-18,CBE,Google Play Store,Positive,0.6597,"['Transaction Performance', 'User Interface & Experience', 'Feature Requests & Reliability']"
Adisi Deti,5,2025-08-17,CBE,Google Play Store,Neutral,0.0,['Other']
this app is the good apps,5,2025-08-17,CBE,Google Play Store,Positive,0.4404,['Other']
አሪፋ ነዉ ነገር ግን Recent Transaction በጣም የቆየዉን ነዉ የሚያሳይ Evene refresh ሁሉ ሲደረግ ትክክለኛ የቅርብ Transaction አያሳይም። Please አስተካክሉት,2,2025-08-15,CBE,Google Play Store,Positive,0.3182,['Transaction Performance']
congra ethio,5,2025-08-15,CBE,Google Play Store,Neutral,0.0,['Other']
እንዲሁ ነው የሰተኋችሁ ለሞራል,5,2025-08-15,CBE,Google Play Store,Neutral,0.0,['Other']
good jop,5,2025-11-27,BOA,Google Play Store,Positive,0.4404,['Other']
ok,5,2025-11-27,BOA,Google Play Store,Positive,0.296,['Other']
bad exprience...it is so crushed,1,2025-11-27,BOA,Google Play Store,Negative,-0.743,['Other']
not user friendly at all it requires a huge connectivity and also lags many times 😑😑😑,1,2025-11-26,BOA,Google Play Store,Positive,0.4767,['User Interface & Experience']
ምንም የማይ ሰራ,1,2025-11-26,BOA,Google Play Store,Neutral,0.0,['Other']
very good,5,2025-11-25,BOA,Google Play Store,Positive,0.4404,['Other']
most of the time is not working properly,1,2025-11-25,BOA,Google Play Store,Neutral,0.0,['Feature Requests & Reliability']
good service,5,2025-11-24,BOA,Google Play Store,Positive,0.4404,['Customer Support & Service']
not use for me,3,2025-11-23,BOA,Google Play Store,Neutral,0.0,['Other']
It keeps notifying me to disable developer options and quiet while I'm not enabled. always bring another type of problem with new updates.,1,2025-11-22,BOA,Google Play Store,Negative,-0.4019,"['User Interface & Experience', 'Feature Requests & Reliability']"
waw,5,2025-11-20,BOA,Google Play Store,Neutral,0.0,['Other']
the lag is unbelievable when you need it the most this suks,1,2025-11-19,BOA,Google Play Store,Negative,-0.1531,['Other']
I cant belive I could find the worst bank app ever .yet very simple to fix the problem and the company just ignored it. no body can do business with this kind of app.,1,2025-11-18,BOA,Google Play Store,Negative,-0.6908,['Feature Requests & Reliability']
it is a good app,5,2025-11-18,BOA,Google Play Store,Positive,0.4404,['Other']
it is not working at all,1,2025-11-15,BOA,Google Play Store,Neutral,0.0,['Feature Requests & Reliability']
🥰🥰🥰🥰🥰 app is good but i was live in abroad and when i enter my otp code it didnt make me to write my code it the app want it self write thats not fair so please other wise i like it why,5,2025-11-15,BOA,Google Play Store,Positive,0.9081,['Account Access & Security']
when trying to activate the app it keeps on loading on the security questions page. It has been two days,1,2025-11-13,BOA,Google Play Store,Positive,0.34,['Other']
fast and simple,5,2025-11-10,BOA,Google Play Store,Neutral,0.0,['Transaction Performance']
best of best,5,2025-11-10,BOA,Google Play Store,Positive,0.8555,['Other']
Worest Banking App Ever I seen. Fake App Bad Better to Leave,1,2025-11-10,BOA,Google Play Store,Negative,-0.5994,['Other']
good,4,2025-11-10,BOA,Google Play Store,Positive,0.4404,['Other']
"I would like to share feedback regarding the application. It frequently experiences disruptions and does not function properly, often freezing or failing to load. This issue is affecting workflow and efficiency. Kindly review and address this problem to ensure smoother performance.",1,2025-11-08,BOA,Google Play Store,Positive,0.4767,"['User Interface & Experience', 'Feature Requests & Reliability']"
Meet you genuine.App I tried is not functional.Helping.welldoingwith BOA Ethiopia .fastandrelevant.morconnecting Digitalyworld.Digitalyworld. thanks.,5,2025-11-08,BOA,Google Play Store,Positive,0.4404,"['Transaction Performance', 'User Interface & Experience', 'Customer Support & Service', 'Feature Requests & Reliability']"
best app,5,2025-11-08,BOA,Google Play Store,Positive,0.6369,['Other']
Best app,5,2025-11-07,BOA,Google Play Store,Positive,0.6369,['Other']
"Barely works, it always fails to connect",1,2025-11-07,BOA,Google Play Store,Negative,-0.3687,['Feature Requests & Reliability']
my fav app,5,2025-11-07,BOA,Google Play Store,Positive,0.4588,['Other']
this app launch time is so long also has dozen bugs in addition it's has been long time get update,1,2025-11-05,BOA,Google Play Store,Neutral,0.0,['User Interface & Experience']
very nice,5,2025-11-04,BOA,Google Play Store,Positive,0.4215,['Other']
"Your application is very irritating to use, some functionality doesn't even work like on the card management. You need to do better than this and it good idea to reference other banking applications.",3,2025-11-04,BOA,Google Play Store,Positive,0.1754,['Feature Requests & Reliability']
I like,5,2025-11-02,BOA,Google Play Store,Positive,0.3612,['Other']
ወይ አሻሽሉትና እንጠቀምበት ያለያ ብታጠፉት ይሻላል። በቃ ምንም ነገር አይሰራም መተግበሪያ አለን ብላችሁ እንዳታወሩ ለማንም የማይመከር ቀርፋፋና ተግባር የለሽ መተግበሪያ,1,2025-11-01,BOA,Google Play Store,Neutral,0.0,['Other']
i m sorry but it doesn't work for my android it is too slow but other bank are very fast please update,1,2025-10-30,BOA,Google Play Store,Positive,0.25,"['Transaction Performance', 'User Interface & Experience', 'Feature Requests & Reliability']"
"the worst app ever,",1,2025-10-30,BOA,Google Play Store,Negative,-0.6249,['Other']
better,5,2025-10-29,BOA,Google Play Store,Positive,0.4404,['Other']
"I kindly request that Bank of abyssinia address issues with its mobile app. It is very slow, has numerous problems, and frequently experiences downtime. The user experience is also poor. Thank you.",1,2025-10-28,BOA,Google Play Store,Neutral,-0.0258,"['Transaction Performance', 'Feature Requests & Reliability']"
this app can't open? what is problem? please solve my problem?,1,2025-10-27,BOA,Google Play Store,Positive,0.5194,['Feature Requests & Reliability']
kiyaa makonn,5,2025-10-27,BOA,Google Play Store,Neutral,0.0,['Other']
very very lazy app,1,2025-10-26,BOA,Google Play Store,Negative,-0.3612,['Other']
telebirr remittance,5,2025-10-24,BOA,Google Play Store,Neutral,0.0,['Other']
The best bank in 🇪🇹,5,2025-10-23,BOA,Google Play Store,Positive,0.6369,['Other']
its good,5,2025-10-22,BOA,Google Play Store,Positive,0.4404,['Other']
the worst app in my financial experience.,1,2025-10-22,BOA,Google Play Store,Negative,-0.6249,['Other']
good for mb appliciation,5,2025-10-21,BOA,Google Play Store,Positive,0.4404,['Other']
the worst bank ever. slow don't accept dual sim. they are very stupid and greedy,1,2025-10-20,BOA,Google Play Store,Negative,-0.8997,['Transaction Performance']
try to easy network,4,2025-10-17,BOA,Google Play Store,Positive,0.4404,"['User Interface & Experience', 'Feature Requests & Reliability']"
hussen hassen umer,5,2025-10-16,BOA,Google Play Store,Neutral,0.0,['Other']
"The app is not suitable and lacks a good UI design. As a large bank, you must update your app with a professional UI that is fast and appropriate.",2,2025-10-16,BOA,Google Play Store,Positive,0.1531,"['Transaction Performance', 'User Interface & Experience']"
an exceptional banking app.,5,2025-10-16,BOA,Google Play Store,Neutral,0.0,['Other']
alhamdulilah,5,2025-10-11,BOA,Google Play Store,Neutral,0.0,['Other']
poor,5,2025-10-10,BOA,Google Play Store,Negative,-0.4767,['Other']
Best of best,5,2025-10-09,BOA,Google Play Store,Positive,0.8555,['Other']
from the last week updates the app is not working Please check the problems,1,2025-10-08,BOA,Google Play Store,Negative,-0.1027,"['User Interface & Experience', 'Feature Requests & Reliability']"
It's always crushing,1,2025-10-08,BOA,Google Play Store,Negative,-0.3612,['Feature Requests & Reliability']
office branches have to improve their services please,4,2025-10-07,BOA,Google Play Store,Positive,0.6369,['Customer Support & Service']
♥️♥️,5,2025-10-05,BOA,Google Play Store,Neutral,0.0,['Other']
Why does it keep crashing? I can't even use this. BOA should do better. You have many customers and how to deal with this. I can't send money now.,1,2025-10-05,BOA,Google Play Store,Positive,0.4404,"['Transaction Performance', 'User Interface & Experience', 'Customer Support & Service']"
it needs a timely update,5,2025-10-03,BOA,Google Play Store,Neutral,0.0,['User Interface & Experience']
"It does not show the name of the person who sent the money to request a receipt. This has become very difficult for us. When different people transfer the same amount to me from different banks, it is very difficult to identify the account or the name of the sender.",3,2025-10-01,BOA,Google Play Store,Negative,-0.6124,['Transaction Performance']
Like,5,2025-10-01,BOA,Google Play Store,Positive,0.3612,['Other']
I can't type my otp on it.,1,2025-10-01,BOA,Google Play Store,Neutral,0.0,['Account Access & Security']
"most of bank apps in Ethiopia are linked with ethiopian phone number, I live in US permanently so when I open BoA account, I told them where I live and to link it with email address instead of phone # as ethio phone number is not working where I live, unfortunetly my fear appeared and now when I change my phone device, it send the code to the ethio number which is not with me now. so please when u develop bank apps consider the diaspora community to use ur apps",1,2025-10-01,BOA,Google Play Store,Neutral,0.0,"['Transaction Performance', 'Feature Requests & Reliability']"
jaajja,4,2025-09-30,BOA,Google Play Store,Neutral,0.0,['Other']
I love this bank the best experience ever.,5,2025-09-27,BOA,Google Play Store,Positive,0.8555,['Other']
"Nothing has been improved, it doesn't work like the previous version.",1,2025-09-25,BOA,Google Play Store,Negative,-0.5667,['Feature Requests & Reliability']
easy and fast,5,2025-09-23,BOA,Google Play Store,Positive,0.4404,"['Transaction Performance', 'User Interface & Experience']"
Great,5,2025-09-20,BOA,Google Play Store,Positive,0.6249,['Other']
mobile banking,5,2025-09-19,BOA,Google Play Store,Neutral,0.0,['Other']
😎,5,2025-09-17,BOA,Google Play Store,Neutral,0.0,['Other']
"need alot of connection, chooses device, very lug even when there is connection",1,2025-09-17,BOA,Google Play Store,Neutral,0.0,['Other']
On my ios it's perfect but on android it barley works and don't transfer and after a while it crushed and totally stopped working. Please fix the issue my beloved bank of abyssinia.,1,2025-09-15,BOA,Google Play Store,Positive,0.8658,"['Transaction Performance', 'Feature Requests & Reliability']"
since the last update i can open the app crashes a lot and omg its being very slow opening and loading,2,2025-09-15,BOA,Google Play Store,Negative,-0.4019,"['Transaction Performance', 'User Interface & Experience']"
none,5,2025-09-14,BOA,Google Play Store,Neutral,0.0,['Other']
good,2,2025-09-13,BOA,Google Play Store,Positive,0.4404,['Other']
good,5,2025-09-12,BOA,Google Play Store,Positive,0.4404,['Other']
very good app i ever used,5,2025-09-12,BOA,Google Play Store,Positive,0.4404,['Other']
its nice app especially the transaction limit is extended but We face that BoA m.banking app doesn't respond at the activation stage strictly at SMSNG mobile phone. please try this to make safe.,4,2025-09-11,BOA,Google Play Store,Positive,0.7906,['Transaction Performance']
zedo,5,2025-09-10,BOA,Google Play Store,Neutral,0.0,['Other']
please open my mobile app,5,2025-09-10,BOA,Google Play Store,Positive,0.3182,['Other']
it doesn't open,1,2025-09-10,BOA,Google Play Store,Neutral,0.0,['Other']
Very Good,5,2025-09-08,BOA,Google Play Store,Positive,0.4404,['Other']
masha alla,5,2025-09-07,BOA,Google Play Store,Neutral,0.0,['Other']
Best banking transaction application in Ethiopia !,5,2025-09-05,BOA,Google Play Store,Positive,0.6369,['Transaction Performance']
السلام عليكم ورحمة الله وبركاته ماشاء الله تبارك الرحمن هذا التطبيق ممتاز جدا,5,2025-09-04,BOA,Google Play Store,Neutral,0.0,['Other']
tamaam kamal,1,2025-09-03,BOA,Google Play Store,Neutral,0.0,['Other']
በጣም ሐሪፍ,5,2025-09-03,BOA,Google Play Store,Neutral,0.0,['Other']
