review,rating,date,bank,source,sentiment_label,sentiment_score,identified_themes
"This app crashes everytime, please fix it",1,2024-11-12,BOA,Google Play Store,Negative,-0.1027,['User Interface & Experience']
አንድ star ራሱ ይበዛበታል። i dont recomend to use this app also the bank,1,2024-11-12,BOA,Google Play Store,Neutral,0.0,['Other']
I need a support the app is not working,5,2024-11-12,BOA,Google Play Store,Positive,0.4019,"['Customer Support & Service', 'Feature Requests & Reliability']"
Bast bank of ethiopia,5,2024-11-12,BOA,Google Play Store,Neutral,0.0,['Other']
very slow app. አቢሲኒያን ከሚያክል ባንክ የማይጠበቅ software app. ከቻላችሁ ሙሉ ለሙሉ እንደገና አሰሩት።በጣም ይመራያል ያሳፍራል።ለapp የወጣው ወጭ በሙስና የተበላ ነው የሚመስለው።,1,2024-11-12,BOA,Google Play Store,Neutral,0.0,['Transaction Performance']
"thank you for your social services like, vertual banking, non touch ATM, Cadrless and withdrwal with out passbook...",5,2024-11-12,BOA,Google Play Store,Positive,0.6124,['Customer Support & Service']
The worst App i have never seen like this before,1,2024-11-12,BOA,Google Play Store,Negative,-0.7359,['Feature Requests & Reliability']
Wweeeer,4,2024-11-12,BOA,Google Play Store,Neutral,0.0,['Other']
Infinx,5,2024-11-12,BOA,Google Play Store,Neutral,0.0,['Other']
Great service,5,2024-11-11,BOA,Google Play Store,Positive,0.6249,['Customer Support & Service']
👍,5,2024-11-11,BOA,Google Play Store,Neutral,0.0,['Other']
This app is not available on all android versions and some times it is not functional.,1,2024-11-08,BOA,Google Play Store,Neutral,0.0,['Feature Requests & Reliability']
senayt Mesfin,4,2024-11-08,BOA,Google Play Store,Neutral,0.0,['Other']
Bad app vety bad.,1,2024-11-06,BOA,Google Play Store,Negative,-0.7906,['Other']
Abessnya Banke,5,2024-11-05,BOA,Google Play Store,Neutral,0.0,['Other']
"The most useless app, I never expected such an irrelevant app from BOA. big shame!",1,2024-11-04,BOA,Google Play Store,Negative,-0.7096,['Feature Requests & Reliability']
Professional on banking app,5,2024-11-01,BOA,Google Play Store,Neutral,0.0,['Other']
Has some nice interface but always freezes or slow to load .App developers please fix this issue.,3,2024-10-27,BOA,Google Play Store,Positive,0.6486,"['Transaction Performance', 'User Interface & Experience', 'Feature Requests & Reliability']"
አይሰራም አስተካክሉት,5,2024-10-26,BOA,Google Play Store,Neutral,0.0,['Other']
Please try another because this app doesn't feet the need of this generation,1,2024-10-25,BOA,Google Play Store,Positive,0.3182,['Other']
Good,4,2024-10-25,BOA,Google Play Store,Positive,0.4404,['Other']
Fast transfer,5,2024-10-24,BOA,Google Play Store,Neutral,0.0,['Transaction Performance']
"What's up I can't log in, what's wrong",5,2024-10-21,BOA,Google Play Store,Positive,0.3724,['Other']
Amrumehamed,1,2024-10-21,BOA,Google Play Store,Neutral,0.0,['Other']
"Nice to meet you my proud bank in Ethiopia.. I'm a member of this bank, i need to solve my problem of international receiving money for me from my online digital working service's over the world please? I'm working a lot of international money.But i can't get direct in Ethiopia because of don't knowing the legal ways of getting money in Ethiopia please can I get and direct deposit with BoA please 🙏🙏🙏?",5,2024-10-18,BOA,Google Play Store,Positive,0.8601,"['Customer Support & Service', 'Feature Requests & Reliability']"
ደደገነሐ,5,2024-10-15,BOA,Google Play Store,Neutral,0.0,['Other']
"Terrible Bank Experience It’s unbelievable that with all the modern technology, this bank still struggles with even basic transactions. The app constantly crashes, services are limited, and every time I try to transfer money or load Telebirr, there’s a huge delay. I have to wait 5 days for failed transactions to be refunded! Even USSD is unreliable. They’ve put me in embarrassing situations countless times, and customer care never fixes anything. I’ve switched banks, and you should too!",1,2024-10-14,BOA,Google Play Store,Negative,-0.872,"['Transaction Performance', 'User Interface & Experience', 'Customer Support & Service', 'Feature Requests & Reliability']"
A painfully slow banking app service. Please don't make it your choice!,1,2024-10-13,BOA,Google Play Store,Negative,-0.2732,"['Transaction Performance', 'Customer Support & Service']"
Good App,4,2024-10-12,BOA,Google Play Store,Positive,0.4404,['Other']
Best app to me,5,2024-10-11,BOA,Google Play Store,Positive,0.6369,['Other']
BOA,5,2024-10-11,BOA,Google Play Store,Neutral,0.0,['Other']
Abdulkadir,5,2024-10-11,BOA,Google Play Store,Neutral,0.0,['Other']
Bad,1,2024-10-10,BOA,Google Play Store,Negative,-0.5423,['Other']
If it is possible I would gove0 star,1,2024-10-08,BOA,Google Play Store,Neutral,0.0,['Other']
Nise mobile bankig,4,2024-10-05,BOA,Google Play Store,Neutral,0.0,['Other']
Overall good app but performance needs some improvement also sometimes when using instant other bank transfers it refuses causing to be repeated several times to transfer,4,2024-10-04,BOA,Google Play Store,Positive,0.5719,['Transaction Performance']
Ok,5,2024-10-04,BOA,Google Play Store,Positive,0.296,['Other']
Just make it work please🤣 this is embarrassing for a bank of your size,1,2024-10-04,BOA,Google Play Store,Negative,-0.0772,['Feature Requests & Reliability']
Update to the simplest way it requires the developer option on and off why this is,5,2024-10-04,BOA,Google Play Store,Neutral,0.0,"['User Interface & Experience', 'Feature Requests & Reliability']"
"Stop telling me what to do with my phone, BOA. Why does your newly updated app keep asking me to disable the developer options? I’m not slowing down my phone just to use your God damn app. 🤮🤮🤮🤮",1,2024-10-03,BOA,Google Play Store,Negative,-0.4215,"['Transaction Performance', 'User Interface & Experience', 'Feature Requests & Reliability']"
I'm living out of country how may I download and use mobile banking? It asks me the Ethiopia phone number and I can't receive text to confirm because I'm out side the country. So please lete know if I can use while I'm outside the country. Thanks,1,2024-10-03,BOA,Google Play Store,Positive,0.6705,['Transaction Performance']
Worest app,1,2024-10-03,BOA,Google Play Store,Neutral,0.0,['Other']
The worest app ever,1,2024-10-03,BOA,Google Play Store,Neutral,0.0,['Other']
አሪፍ ነው በርቱልን,5,2024-10-02,BOA,Google Play Store,Neutral,0.0,['Other']
Wwwerrr,5,2024-10-02,BOA,Google Play Store,Neutral,0.0,['Other']
ጀማል ውቀቱ,5,2024-09-30,BOA,Google Play Store,Neutral,0.0,['Other']
Great For Financial company,5,2024-09-30,BOA,Google Play Store,Positive,0.6249,['Other']
Very easy to use,5,2024-09-30,BOA,Google Play Store,Positive,0.4404,['User Interface & Experience']
The App's crash always.. Error.....,3,2024-09-27,BOA,Google Play Store,Negative,-0.6597,"['User Interface & Experience', 'Feature Requests & Reliability']"
This app is incredibly frustrating to use. It’s filled with issues that make it difficult to navigate and complete tasks efficiently. I’ve never encountered such a poorly designed banking application before. It needs significant improvements to enhance user experience. It deserves a vey low rating.,1,2024-09-26,BOA,Google Play Store,Negative,-0.0754,"['User Interface & Experience', 'Feature Requests & Reliability']"
Great UI and seamless UX. I love it!!,5,2024-09-25,BOA,Google Play Store,Positive,0.8519,['User Interface & Experience']
That's too good application but try to add more alternatives and futures or possibilitys for your customers,3,2024-09-25,BOA,Google Play Store,Positive,0.4404,['Customer Support & Service']
It's easy used to operate program and secured 👍👍,4,2024-09-25,BOA,Google Play Store,Positive,0.6808,"['Account Access & Security', 'User Interface & Experience']"
I bought a mobile card on this app but I didn't receive it and it took my money and I didn't get my money back.,1,2024-09-21,BOA,Google Play Store,Neutral,0.0,['Transaction Performance']
Amazing,5,2024-09-19,BOA,Google Play Store,Positive,0.5859,['Other']
Great app with great services,5,2024-09-19,BOA,Google Play Store,Positive,0.8481,['Customer Support & Service']
Yes active user,5,2024-09-17,BOA,Google Play Store,Positive,0.6597,['Other']
Shameful,1,2024-09-17,BOA,Google Play Store,Negative,-0.4939,['Other']
The worest app ever made i would not recommende for no one,1,2024-09-16,BOA,Google Play Store,Neutral,0.0,['Other']
Good application,5,2024-09-16,BOA,Google Play Store,Positive,0.4404,['Other']
"How many hours should I wait after transferring money to telebirr, please do something about the transfer delay issue I need my money when ever.",1,2024-09-15,BOA,Google Play Store,Neutral,0.0,['Transaction Performance']
"BOA is unreasonably holding and delaying transactions for more than a day, even transactions within the same bank itself. This is a huge gap that I observed in BOA mobile banking. I didn't experience this kind of challenge while having transactions in other banks' mobile banking platforms. After waiting so long, I called your customer support team and the response they gave me was ""it was the system that holds the transaction & will be released on working days"". This is not totally fair.",1,2024-09-15,BOA,Google Play Store,Positive,0.5566,"['Transaction Performance', 'Customer Support & Service', 'Feature Requests & Reliability']"
የእርስዎን ተሞክሮ ይግለጹ (አማራጭ),5,2024-09-14,BOA,Google Play Store,Neutral,0.0,['Other']
It's not working. It needs a big update. Can't you update the app quickly?,1,2024-09-14,BOA,Google Play Store,Neutral,0.0,"['User Interface & Experience', 'Feature Requests & Reliability']"
"I am Aimohon Joel , It's can be Good for a Better Conversation in Time 🙂",3,2024-09-13,BOA,Google Play Store,Positive,0.7003,['Other']
"Better app than most mobile apps, but why do I have to turn off developer option every time I wanna use the app?? It's annoying.",1,2024-09-13,BOA,Google Play Store,Positive,0.0516,['Feature Requests & Reliability']
Bes and freindly app,5,2024-09-13,BOA,Google Play Store,Neutral,0.0,['Other']
It doesn't work.,1,2024-09-12,BOA,Google Play Store,Neutral,0.0,['Feature Requests & Reliability']
"It say ""The request was not successful. please check device connectivity or try again"" why? One of the bank manager told me it is because of my phone's android version which is 9.1 It is ridiculous! Disappointing",1,2024-09-11,BOA,Google Play Store,Positive,0.1027,['Other']
How to download or screenshot of payment receipt...what kinda worst app ever 🤮🤮🤢,1,2024-09-11,BOA,Google Play Store,Negative,-0.5868,['Transaction Performance']
Smart technology,5,2024-09-10,BOA,Google Play Store,Positive,0.4019,['Other']
Yegema app tish🪨,1,2024-09-08,BOA,Google Play Store,Neutral,0.0,['Other']
"This is not an appropriate app, i don't know how boa develops this app, i don't expect this much crazy and un confortable app form BOA, I'm soory!!!",1,2024-09-07,BOA,Google Play Store,Positive,0.2584,['Other']
"Shockingly bad! Even when it decides to work, it's painfully slow and frustrating. Such a shame that it has become a stain on an extraordinary bank",1,2024-09-06,BOA,Google Play Store,Negative,-0.9274,"['Transaction Performance', 'Feature Requests & Reliability']"
"It crashes frequently. It launches on Android 8.1 but I don't think it actually works on versions less than 10. If so, it shouldn't be available for download by such devices to begin with, like many other finance apps are not. It was so much better three months ago, upgrades should be for the better.",1,2024-09-06,BOA,Google Play Store,Positive,0.6808,"['User Interface & Experience', 'Feature Requests & Reliability']"
Awesome application. But lately its crashing everytime i opened it.,4,2024-09-05,BOA,Google Play Store,Positive,0.6249,['User Interface & Experience']
እጅም በጣም ደካማ አፕ ነው ሲፈልግ ይከፍታል ሲፈልግ አይከፍትም ከአዋሽ እና ንግድ ባንክ የመሳሰሉ ባንኮች ሲወዳደር ሞባይል ባንኪንግ App እጅግ የሚያበሳጭ ነው ለውጥ ያስፈልጋችኋል,1,2024-09-05,BOA,Google Play Store,Neutral,0.0,['Other']
Fast one,3,2024-09-04,BOA,Google Play Store,Neutral,0.0,['Transaction Performance']
Nice looking app but a terrible user experience.,1,2024-09-03,BOA,Google Play Store,Negative,-0.0772,['Other']
The worest MB app ever!!🙄,1,2024-09-02,BOA,Google Play Store,Neutral,0.0,['Other']
It is ok,5,2024-09-01,BOA,Google Play Store,Positive,0.296,['Other']
Plz fix the Apps ....screenshot lovation hide from glarey share botten not work😔😔,1,2024-08-30,BOA,Google Play Store,Positive,0.2023,['Feature Requests & Reliability']
Apollo's,1,2024-08-29,BOA,Google Play Store,Neutral,0.0,['Other']
The worst experience ever,1,2024-08-29,BOA,Google Play Store,Negative,-0.6249,['Other']
Hussenaliumar,5,2024-08-29,BOA,Google Play Store,Neutral,0.0,['Other']
Hi I have problem with this App BOA mobile I don't know what is wrong with this App I did many times download but it's sam doesn't work if sam like that this app way I have to be customer with them how I know my account and checking save The book is no Not enough alone,1,2024-08-27,BOA,Google Play Store,Neutral,-0.0145,"['Customer Support & Service', 'Feature Requests & Reliability']"
It is not work for my device,5,2024-08-27,BOA,Google Play Store,Neutral,0.0,['Feature Requests & Reliability']
"I'm Sick and tiered of enabling and disabling Developer Option Everytime I use this app. maybe you know it maybe you dont, fix it please it's anoying",1,2024-08-26,BOA,Google Play Store,Negative,-0.8106,['Feature Requests & Reliability']
The worst app ever,1,2024-08-26,BOA,Google Play Store,Negative,-0.6249,['Other']
Betanya Gebre,3,2024-08-23,BOA,Google Play Store,Neutral,0.0,['Other']
I dont recommand it to any one,1,2024-08-23,BOA,Google Play Store,Neutral,0.0,['Other']
clear more,5,2025-11-27,Dashen,Google Play Store,Positive,0.3818,['Other']
"its fast and easy to communicate to the app and its available all area keep it up.i will make Happy for this application thank you dashen bank for your effort,commitment and dedication. i appricated your work.",5,2025-11-26,Dashen,Google Play Store,Positive,0.8442,"['Transaction Performance', 'User Interface & Experience', 'Feature Requests & Reliability']"
What do you care about my phone's settings? Who are you to tell me what to turn off and on? It is my phone after all. This *develoler option* thing will cost you a lot of users who are willing to leave the bank once and for all. Turn this thing off. 6 you fear this is a security issue fix your side not mine.,1,2025-11-25,Dashen,Google Play Store,Positive,0.296,['Feature Requests & Reliability']
Exceptional Product.,5,2025-11-23,Dashen,Google Play Store,Neutral,0.0,['Other']
very easy app,3,2025-11-23,Dashen,Google Play Store,Positive,0.4404,['User Interface & Experience']
"The Dashen Super App is very impressive. It is fast, easy to use, and provides smooth access to all essential banking services. Money transfer, bill payment, balance check, and other features work efficiently without issues. The design is clean and user-friendly. Great step forward in digital banking — keep up the good work, Dashen Bank!..",5,2025-11-19,Dashen,Google Play Store,Positive,0.9555,"['Account Access & Security', 'Transaction Performance', 'User Interface & Experience', 'Customer Support & Service', 'Feature Requests & Reliability']"
በጣም ፈጣን ሥቹ አስተማማኝ ወድጃዋለው,5,2025-11-18,Dashen,Google Play Store,Neutral,0.0,['Other']
bill payment options are limited in this app please add ethio telecom bill electric bill etc.. instead of adding nonsense in banking app,1,2025-11-18,Dashen,Google Play Store,Negative,-0.3182,"['Transaction Performance', 'Feature Requests & Reliability']"
"it's a really slow app, I'm not sure what the issue is. Even other bank transfers are not working",2,2025-11-18,Dashen,Google Play Store,Positive,0.3182,"['Transaction Performance', 'Feature Requests & Reliability']"
always updating bad stability,1,2025-11-17,Dashen,Google Play Store,Negative,-0.5423,['Feature Requests & Reliability']
"it say's disable developer option, i disabled it but its not working still",1,2025-11-17,Dashen,Google Play Store,Neutral,0.0,['Feature Requests & Reliability']
with the super app evry thing i need is just a tap away,5,2025-11-17,Dashen,Google Play Store,Positive,0.5994,['Other']
nice,5,2025-11-16,Dashen,Google Play Store,Positive,0.4215,['Other']
eyita tips,1,2025-11-15,Dashen,Google Play Store,Neutral,0.0,['Other']
clear and presize,5,2025-11-15,Dashen,Google Play Store,Positive,0.3818,['Other']
smooth and easy!!!,5,2025-11-14,Dashen,Google Play Store,Positive,0.4404,['User Interface & Experience']
I have had an amazing experience with this app;ot os convenient and easy to use,5,2025-11-14,Dashen,Google Play Store,Positive,0.7717,['User Interface & Experience']
"All in One Super App with smooth navigation, transaction and lifestyle services",5,2025-11-14,Dashen,Google Play Store,Positive,0.5994,"['Transaction Performance', 'User Interface & Experience', 'Customer Support & Service']"
Very nice App.,5,2025-11-14,Dashen,Google Play Store,Positive,0.4215,['Other']
system failure transfer to others account,2,2025-11-13,Dashen,Google Play Store,Negative,-0.5106,['Transaction Performance']
thank you,1,2025-11-13,Dashen,Google Play Store,Positive,0.3612,['Other']
"Only the UI/UX is good, but it doesn't function properly. It's a shame that a leading tech bank has such an app. Amole is far better.",1,2025-11-13,Dashen,Google Play Store,Positive,0.8102,"['User Interface & Experience', 'Feature Requests & Reliability']"
"excellent app. to use perfectlly to pay,transfer,tele airtime and so on.",5,2025-11-12,Dashen,Google Play Store,Positive,0.5719,['Transaction Performance']
wow dashen bank super app,5,2025-11-12,Dashen,Google Play Store,Positive,0.8271,['Other']
"This so-called “Super App” is a complete disappointment. It’s confusing, slow, and full of glitches honestly, it feels like it was designed to test people’s patience, not to help them bank. Calling it “super” is a joke; it’s one of the most useless apps I’ve ever used.",1,2025-11-11,Dashen,Google Play Store,Positive,0.8807,"['Transaction Performance', 'User Interface & Experience', 'Customer Support & Service']"
Best Mobile Banking App in Ethiopia .,5,2025-11-11,Dashen,Google Play Store,Positive,0.6369,['Other']
very nice app I have ever seen,5,2025-11-10,Dashen,Google Play Store,Positive,0.4215,['Other']
NASTY BANK . EVEN THE SUPPER APP IS NOT WORKING WELL. WHEN I AM CALLING THEM THEY ARE NOT RESPONSE . PLEASE DON'T USE THIS APP BECAUSE YOU WILL LOSS YOU TIME ;ENERGY AND EVERYTHING . HOPELESS Bank .,1,2025-11-10,Dashen,Google Play Store,Neutral,-0.0356,"['Customer Support & Service', 'Feature Requests & Reliability']"
it's good but is not fast,5,2025-11-09,Dashen,Google Play Store,Positive,0.4404,['Transaction Performance']
your financial system must improved,4,2025-11-09,Dashen,Google Play Store,Positive,0.4767,['Other']
your service is too good,5,2025-11-09,Dashen,Google Play Store,Positive,0.4404,['Customer Support & Service']
good experience,5,2025-11-09,Dashen,Google Play Store,Positive,0.4404,['Other']
ok,5,2025-11-08,Dashen,Google Play Store,Positive,0.296,['Other']
"Amazing app, 👏",5,2025-11-07,Dashen,Google Play Store,Positive,0.5859,['Other']
wooow,5,2025-11-07,Dashen,Google Play Store,Neutral,0.0,['Other']
Nice app,5,2025-11-07,Dashen,Google Play Store,Positive,0.4215,['Other']
best,5,2025-11-07,Dashen,Google Play Store,Positive,0.6369,['Other']
"easy to use, friendly",5,2025-11-06,Dashen,Google Play Store,Positive,0.7269,['User Interface & Experience']
"12yr more LC, UCP & ICC & loan",5,2025-11-06,Dashen,Google Play Store,Neutral,0.0,['Other']
"not attractive and friendly app. Check Awash, CBE apps",1,2025-11-06,Dashen,Google Play Store,Positive,0.7269,['Other']
amzing,5,2025-11-06,Dashen,Google Play Store,Neutral,0.0,['Other']
"The Dashen Super App is very impressive. It is fast, easy to use, and provides smooth access to all essential banking services. Money transfer, bill payment, balance check, and other features work efficiently without issues. The design is clean and user-friendly. Great step forward in digital banking — keep up the good work, Dashen Bank!",5,2025-11-05,Dashen,Google Play Store,Positive,0.9555,"['Account Access & Security', 'Transaction Performance', 'User Interface & Experience', 'Customer Support & Service', 'Feature Requests & Reliability']"
betam kerfafa naw,1,2025-11-05,Dashen,Google Play Store,Neutral,0.0,['Other']
exceptional,5,2025-11-05,Dashen,Google Play Store,Neutral,0.0,['Other']
worst app ever,1,2025-11-05,Dashen,Google Play Store,Negative,-0.6249,['Other']
"Dashen, always two step ahead.",5,2025-11-05,Dashen,Google Play Store,Neutral,0.0,['Feature Requests & Reliability']
"Please try to fix the barrier between other banks specially with ""Commercial bank of Ethiopia""",3,2025-11-05,Dashen,Google Play Store,Positive,0.2023,['Other']
👍,5,2025-11-05,Dashen,Google Play Store,Neutral,0.0,['Other']
i am using,5,2025-11-05,Dashen,Google Play Store,Neutral,0.0,['Other']
It is a wonderful App developed by a local talent. It deserves an appreciation. It will continue to evolve with new exciting features.,5,2025-11-05,Dashen,Google Play Store,Positive,0.9186,['Feature Requests & Reliability']
wonderful app,5,2025-11-05,Dashen,Google Play Store,Positive,0.5719,['Other']
"i love the app it features are perfect, but it asks to update too many times to activate your need to visit a nearest branch and that takes time. other than that the app is great I like it",5,2025-11-05,Dashen,Google Play Store,Positive,0.9382,"['User Interface & Experience', 'Customer Support & Service', 'Feature Requests & Reliability']"
go ahead,5,2025-11-04,Dashen,Google Play Store,Neutral,0.0,['Other']
its supper,5,2025-11-04,Dashen,Google Play Store,Neutral,0.0,['Other']
Good,5,2025-11-04,Dashen,Google Play Store,Positive,0.4404,['Other']
it's so boring,1,2025-11-04,Dashen,Google Play Store,Negative,-0.3182,['Other']
Dashen Bank Super App is the latest version of online banking system that is the gift from Dashen bank for us Thanks to Dashen,5,2025-11-04,Dashen,Google Play Store,Positive,0.8658,['Other']
"i rarely leave reviews, but this app truely deserves one.it's efficient ,secure , reliable and makes fanancial tasks effortless.definitely 5 stars for this exceptional app",5,2025-11-04,Dashen,Google Play Store,Positive,0.654,"['Account Access & Security', 'Feature Requests & Reliability']"
it has improved very much lately its working more and getting better but yet it is not fully fixed some time at night it doesn't work..i think the problem is it was launched too early.,3,2025-11-04,Dashen,Google Play Store,Positive,0.8298,['Feature Requests & Reliability']
Amazing,5,2025-11-03,Dashen,Google Play Store,Positive,0.5859,['Other']
wow dashen bank,5,2025-11-03,Dashen,Google Play Store,Positive,0.5859,['Other']
ብዙ ነጉር ይቀረዋል ወደ አፑ ስገባ በጣም ይዘገያል ባጭሩ ቀርፋፋ ነው,4,2025-11-02,Dashen,Google Play Store,Neutral,0.0,['Other']
"I just updated my app to the latest version and I couldn't even see my balance, send money or do anything. It says service is unavailable and it will be fixed soon.",5,2025-11-01,Dashen,Google Play Store,Neutral,0.0,"['Transaction Performance', 'User Interface & Experience', 'Customer Support & Service']"
it's too slow,1,2025-11-01,Dashen,Google Play Store,Neutral,0.0,['Transaction Performance']
"Before the recent update, this app was great. Now, the home page is cluttered with promotions and banners, which really hurts the experience. I think the app stopped being banking app and started only to promote b/c 95% of the app is only ads, also full of bugs",1,2025-11-01,Dashen,Google Play Store,Positive,0.2748,['User Interface & Experience']
"This might be the worst banking app I've ever used I dont know why kind of bug it is but suddenly the apps stops working it says ""Temporarily unavailable"" for a simple feature like viewing account balance and in person visit was no help it took them longer than 2 hours to fix it and even after that 2 weeks later the same problem just because of this I'm going to stop using the bank altogether which is a shame because it's a decent bank",1,2025-11-01,Dashen,Google Play Store,Negative,-0.8974,"['User Interface & Experience', 'Customer Support & Service', 'Feature Requests & Reliability']"
The worst app ever. Extremely unreliable. Such a shame for a big bank.,1,2025-10-31,Dashen,Google Play Store,Negative,-0.8166,['Feature Requests & Reliability']
app is too slow not opening fast,1,2025-10-30,Dashen,Google Play Store,Neutral,0.0,['Transaction Performance']
good,5,2025-10-30,Dashen,Google Play Store,Positive,0.4404,['Other']
"it's seems to have some improvements, I don't know what's going on with this app sometimes get collapseed. This is not expected from Dashen bank, which is amongst from famous and greatest banks.",1,2025-10-30,Dashen,Google Play Store,Positive,0.802,['Other']
very nise good,5,2025-10-30,Dashen,Google Play Store,Positive,0.4404,['Other']
very interesting,5,2025-10-30,Dashen,Google Play Store,Positive,0.4019,['Other']
what your emplyees tell as about the app when they came to our store and what actually the app is different,1,2025-10-30,Dashen,Google Play Store,Neutral,0.0,['Other']
Excellent promotion,5,2025-10-30,Dashen,Google Play Store,Positive,0.5719,['Other']
viry good,5,2025-10-29,Dashen,Google Play Store,Positive,0.4404,['Other']
"Dashen Bank Super App is incredibly convenient! Easy to use, fast, and reliable – a great app to manage everything in one place.",5,2025-10-29,Dashen,Google Play Store,Positive,0.9038,"['Transaction Performance', 'User Interface & Experience', 'Feature Requests & Reliability']"
it is the worst app ever istg 🤮🤮🤮,1,2025-10-28,Dashen,Google Play Store,Negative,-0.6249,['Other']
"Dashen Super App is a game-changer with its sleek, user-friendly interface. Lightning-fast responses and seamless navigation make every task a breeze. Love the organized layout and clear features that save time daily. Fantastic work—highly recommended for effortless banking!",5,2025-10-28,Dashen,Google Play Store,Positive,0.9601,"['Transaction Performance', 'User Interface & Experience', 'Customer Support & Service', 'Feature Requests & Reliability']"
"The design is clean and modern, and everything works smoothly without bugs. I love how reliable the app is it makes banking so convenient.",5,2025-10-28,Dashen,Google Play Store,Negative,-0.17,"['User Interface & Experience', 'Feature Requests & Reliability']"
"A true banking super app! The Dashen Super App combines great design, security, and an impressive range of features. Highly recommended for anyone looking for a complete digital banking experience.",5,2025-10-28,Dashen,Google Play Store,Positive,0.9701,"['User Interface & Experience', 'Feature Requests & Reliability']"
"​I appreciate that this app allowed me to access multiple services in one centralized place. Thank you, Dashen Bank!",5,2025-10-28,Dashen,Google Play Store,Positive,0.6369,"['Account Access & Security', 'Customer Support & Service']"
"This app makes my day-to-day payments so easy. Everything works perfectly, and it saves me a lot of time.",5,2025-10-28,Dashen,Google Play Store,Positive,0.8834,"['Transaction Performance', 'User Interface & Experience', 'Feature Requests & Reliability']"
It’s impressive how consistently the app is improving. I’ve been using it for months and they have improved a lot in terms of not only beauty but also performance wise.,5,2025-10-28,Dashen,Google Play Store,Positive,0.9442,['Other']
This app has replaced several others for me. It has everything I need in one place.,5,2025-10-28,Dashen,Google Play Store,Neutral,0.0,['Other']
"The app has evolved impressively over time. The latest release adds dark and light modes that enhance usability and design. It’s intuitive, modern, and clearly built with the user in mind — setting a new benchmark for digital banking.",5,2025-10-28,Dashen,Google Play Store,Positive,0.6908,['User Interface & Experience']
"Dashen superapp just keeps improving. The new theme options are beautiful, and the overall experience is faster and smoother than ever",5,2025-10-28,Dashen,Google Play Store,Positive,0.7717,"['Transaction Performance', 'User Interface & Experience', 'Feature Requests & Reliability']"
I have been using this app for months and its easy to use and is user friendly thanks Dashen bank.,5,2025-10-28,Dashen,Google Play Store,Positive,0.8402,['User Interface & Experience']
"Finally, banking made simple! Everything I need is in one super app. A true game changer for managing my finances on the go.",5,2025-10-28,Dashen,Google Play Store,Positive,0.7717,['Other']
"I’ve been using the the App, and it’s been working really well for my daily transactions. Good work 👌",5,2025-10-28,Dashen,Google Play Store,Positive,0.6478,"['Transaction Performance', 'Feature Requests & Reliability']"
"I appreciate how secure this app feels. Every transaction comes with confirmation, and I always get alerts immediately.",5,2025-10-28,Dashen,Google Play Store,Positive,0.743,"['Account Access & Security', 'Transaction Performance', 'Feature Requests & Reliability']"
I love the new dark theme it gives the app modern feel n make it more comfortable to use,5,2025-10-28,Dashen,Google Play Store,Positive,0.8176,['Other']
"This is amazing app, as it name ,truly supper.",5,2025-10-28,Dashen,Google Play Store,Positive,0.7717,['Other']
This is one of the most user friendly and impressive apps I have encountered in the banking sector,5,2025-10-28,Dashen,Google Play Store,Positive,0.7579,['Other']
"Amazing UI and UX, the dark mode looks absolutely awesome!",5,2025-10-28,Dashen,Google Play Store,Positive,0.8479,['User Interface & Experience']
The updated design looks amazing. I really appreciate being able to switch between dark and light mode it’s a small change that makes a big difference!,5,2025-10-28,Dashen,Google Play Store,Positive,0.7778,['User Interface & Experience']
Astonishing interface with ease of access and complete performance,5,2025-10-28,Dashen,Google Play Store,Positive,0.3612,"['Account Access & Security', 'User Interface & Experience']"
"I rarely leave reviews, but this app truly deserves one. It’s efficient, secure, and makes financial tasks effortless. Definitely a 5-star experience",5,2025-10-28,Dashen,Google Play Store,Positive,0.8735,['Account Access & Security']
stunning UI with reliable service!,5,2025-10-28,Dashen,Google Play Store,Positive,0.3818,"['User Interface & Experience', 'Customer Support & Service', 'Feature Requests & Reliability']"
"Super Up is the ultimate digital banking app, living up to its name with speed, efficiency, and innovation. Designed for a seamless experience, it offers lightning-fast transactions, top-tier security, and effortless financial management. With Super Up, banking has never been this smooth, smart, and super!",5,2025-10-27,Dashen,Google Play Store,Positive,0.9512,"['Transaction Performance', 'User Interface & Experience', 'Feature Requests & Reliability']"
"The UI is impressive, but adding an ATM withdrawal feature for cardless cash access would enhance functionality. This may require updates to the ATM system as well. Please consider this, dev team.",4,2025-10-22,Dashen,Google Play Store,Positive,0.7783,"['Account Access & Security', 'User Interface & Experience', 'Feature Requests & Reliability']"
convinent,5,2025-10-22,Dashen,Google Play Store,Neutral,0.0,['Other']
Good,4,2025-10-21,Dashen,Google Play Store,Positive,0.4404,['Other']
it is Excellent April jest continue more abeaten.....,4,2025-10-19,Dashen,Google Play Store,Positive,0.5719,['Other']
I like it,5,2025-10-18,Dashen,Google Play Store,Positive,0.3612,['Other']
abdrug bentahuuuu,3,2025-10-17,Dashen,Google Play Store,Neutral,0.0,['Other']
"Dashen SuperApp is the worst app for me because it consistently fails during transfers. When I try to send money, the transaction freezes for extended periods—sometimes a full day, and often two or three days or more. Crucially, the funds are neither delivered to the recipient nor immediately refunded to my account, which is incredibly frustrating and makes me feel like I've lost my money. The app urgently needs a technical update to ensure transactions process smoothly and reliably.",1,2025-10-14,Dashen,Google Play Store,Negative,-0.796,"['Transaction Performance', 'User Interface & Experience']"
